,Phylum,Class,Order,Family,Genus,Species,Terrain
ASV_266,Rotifera,Eurotatoria,Philodinida,Philodinidae,Macrotrachela,Macrotrachela_quadricornifera,NA
ASV_267,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_268,NA,NA,NA,NA,NA,NA,NA
ASV_269,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_270,Rotifera,Eurotatoria,Philodinida,Philodinidae,Macrotrachela,Macrotrachela_quadricornifera,NA
ASV_271,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia_affinis,Aquatic
ASV_272,NA,NA,NA,NA,NA,NA,NA
ASV_273,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia_affinis,Aquatic
ASV_274,Ascomycota,Leotiomycetes,NA,NA,Leohumicola,Leohumicola_verrucosa,Terrestrial
ASV_275,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Iltovirus,Iltovirus_gallidalpha1,Both
ASV_276,Ascomycota,Leotiomycetes,NA,NA,Leohumicola,Leohumicola_sp._DAOM_239516,Terrestrial
ASV_277,Ascomycota,Leotiomycetes,Helotiales,Mollisiaceae,Acephala,Acephala_applanata,Terrestrial
ASV_278,Arthropoda,Arachnida,Pseudoscorpiones,Atemnidae,Miratemnus,Miratemnus_sp._JM-2NANA8,Terrestrial
ASV_279,Rotifera,Eurotatoria,NA,NA,NA,Bdelloidea_environmental_sample,NA
ASV_280,NA,NA,NA,NA,NA,NA,NA
ASV_281,Rotifera,Eurotatoria,Adinetida,Adinetidae,Adineta,Adineta_vaga,NA
ASV_282,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_haematococcum,Terrestrial
ASV_283,Oomycota,NA,Pythiales,Pythiaceae,Globisporangium,Globisporangium_kandovanense,Terrestrial
ASV_284,NA,NA,NA,NA,NA,NA,NA
ASV_285,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_286,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia_affinis,Aquatic
ASV_287,Basidiomycota,Agaricomycetes,Polyporales,Meripilaceae,Rigidoporus,Rigidoporus_microporus,Terrestrial
ASV_288,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_marginilacus,Aquatic
ASV_289,NA,NA,NA,NA,NA,NA,NA
ASV_290,NA,NA,NA,NA,NA,NA,NA
ASV_291,Chordata,Actinopteri,Beloniformes,Hemiramphidae,Hyporhamphus,Hyporhamphus_ihi,Aquatic
ASV_292,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,Sydowia,Sydowia_polyspora,Terrestrial
ASV_293,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,Cladosporium_sp.,Terrestrial
ASV_294,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia_affinis,Aquatic
ASV_295,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia_affinis,Aquatic
ASV_296,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Candidatus_Pedobacter_colombiensis,Terrestrial
ASV_297,Ascomycota,Pichiomycetes,Serinales,Metschnikowiaceae,Clavispora,Clavispora_lusitaniae,Terrestrial
ASV_298,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia_affinis,Aquatic
ASV_299,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptula,Eudyptula_minor,Both
ASV_300,Arthropoda,Arachnida,Trombidiformes,Eupodidae,NA,Eupodidae_sp._BOLD:ACX7636,Terrestrial
ASV_301,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia_affinis,Aquatic
ASV_302,NA,NA,NA,NA,NA,NA,NA
ASV_303,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptula,Eudyptula_minor,Both
ASV_304,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_sangjuense,Terrestrial
ASV_305,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_306,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia_affinis,Aquatic
ASV_307,NA,NA,NA,NA,NA,NA,NA
ASV_308,Ascomycota,Leotiomycetes,Thelebolales,Thelebolaceae,Pseudogymnoascus,Pseudogymnoascus_destructans,Terrestrial
ASV_309,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_310,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Akanthomyces,Akanthomyces_lecanii,Terrestrial
ASV_311,NA,NA,NA,NA,NA,NA,NA
ASV_312,Ascomycota,Leotiomycetes,Thelebolales,Thelebolaceae,Pseudogymnoascus,Pseudogymnoascus_pannorum,Both
ASV_313,NA,NA,NA,NA,NA,NA,NA
ASV_314,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Iltovirus,Iltovirus_gallidalpha1,Both
ASV_315,Nematoda,Chromadorea,Rhabditida,Neotylenchidae,Fergusobia,Fergusobia_sp._1NA37_FC5NA8,Terrestrial
ASV_316,NA,NA,NA,NA,NA,NA,NA
ASV_317,Arthropoda,Collembola,Entomobryomorpha,Entomobryidae,Entomobrya,Entomobrya_sp._HBNA852_3,Terrestrial
ASV_318,NA,NA,NA,NA,NA,NA,NA
ASV_319,Arthropoda,Insecta,Diptera,Tachinidae,Exorista,Exorista_civilis,Terrestrial
ASV_320,NA,NA,NA,NA,NA,NA,NA
ASV_321,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_322,NA,NA,NA,NA,NA,Amoebozoa_sp.,NA
ASV_323,NA,NA,NA,NA,NA,NA,NA
ASV_324,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia_affinis,Aquatic
ASV_325,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia_affinis,Aquatic
ASV_326,NA,NA,NA,NA,NA,NA,NA
ASV_327,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor_lusitanicus,Terrestrial
ASV_328,Ascomycota,Leotiomycetes,NA,NA,Leohumicola,Leohumicola_minima,Terrestrial
ASV_329,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia_affinis,Aquatic
ASV_330,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia_affinis,Aquatic
ASV_331,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia_affinis,Aquatic
ASV_332,NA,NA,NA,NA,NA,NA,NA
ASV_333,NA,NA,NA,NA,NA,NA,NA
ASV_334,NA,NA,NA,NA,NA,NA,NA
ASV_335,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Sporothrix,Sporothrix_sp._FH-2NA23a,Terrestrial
ASV_336,NA,NA,NA,NA,NA,NA,NA
ASV_337,NA,NA,NA,NA,NA,NA,NA
ASV_338,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia_affinis,Aquatic
ASV_339,NA,Synurophyceae,Synurales,Mallomonadaceae,Synura,Synura_petersenii,NA
ASV_340,Ascomycota,Leotiomycetes,NA,NA,Leohumicola,Leohumicola_levissima,Terrestrial
ASV_341,NA,NA,NA,NA,NA,NA,NA
ASV_342,NA,NA,NA,NA,NA,NA,NA
ASV_343,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula_compacta,Terrestrial
ASV_344,Basidiomycota,Agaricomycetes,Polyporales,Meripilaceae,Rigidoporus,Rigidoporus_microporus,Terrestrial
ASV_345,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_346,Ascomycota,Sordariomycetes,Amphisphaeriales,Apiosporaceae,Apiospora,Apiospora_arundinis,Terrestrial
ASV_347,NA,NA,NA,NA,NA,NA,NA
ASV_348,NA,NA,NA,NA,NA,NA,NA
ASV_349,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia_affinis,Aquatic
ASV_350,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_351,Basidiomycota,Agaricomycetes,Polyporales,Meripilaceae,Rigidoporus,Rigidoporus_microporus,Terrestrial
ASV_352,NA,NA,NA,NA,NA,NA,NA
ASV_353,Ascomycota,Leotiomycetes,NA,NA,Leohumicola,Leohumicola_incrustata,Terrestrial
ASV_354,Ascomycota,Leotiomycetes,Thelebolales,Thelebolaceae,Pseudogymnoascus,Pseudogymnoascus_destructans,Terrestrial
ASV_355,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus_micaceus,Terrestrial
ASV_356,NA,NA,NA,NA,NA,NA,NA
ASV_357,Discosea,Flabellinia,NA,Vannellidae,Vannella,Vannella_samoroda,Both
ASV_358,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia_affinis,Aquatic
ASV_359,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Iltovirus,Iltovirus_gallidalpha1,Both
ASV_360,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia_affinis,Aquatic
ASV_361,NA,NA,NA,NA,NA,NA,NA
ASV_362,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptula,Eudyptula_minor,Both
ASV_363,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_364,NA,NA,NA,NA,NA,NA,NA
ASV_365,NA,NA,NA,NA,NA,NA,NA
ASV_366,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_367,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,Candida_buenavistaensis,Terrestrial
ASV_368,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia_affinis,Aquatic
ASV_369,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum_destructivum,Terrestrial
ASV_370,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_371,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia_affinis,Aquatic
ASV_372,Arthropoda,Arachnida,Trombidiformes,Ereynetidae,NA,Ereynetidae_sp._BOLD:ABV186NA,Terrestrial
ASV_373,Arthropoda,Insecta,Lepidoptera,Noctuidae,Schinia,Schinia_sordidus,Terrestrial
ASV_374,Arthropoda,Insecta,Hemiptera,Flatidae,Petrusa,Petrusa_epilepsis,Terrestrial
ASV_375,Arthropoda,Insecta,Diptera,Mycetophilidae,Boletina,Boletina_sp._BOLD:AAVNA669,Terrestrial
ASV_376,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptula,Eudyptula_minor,Both
ASV_377,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Iltovirus,Iltovirus_gallidalpha1,Both
ASV_378,NA,NA,NA,NA,NA,NA,NA
ASV_379,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Ophiostoma,Ophiostoma_piceae,Terrestrial
ASV_380,Basidiomycota,Agaricomycetes,Polyporales,Meripilaceae,Rigidoporus,Rigidoporus_microporus,Terrestrial
ASV_381,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_clypeatum,Terrestrial
ASV_382,Ascomycota,Pichiomycetes,Serinales,Metschnikowiaceae,Clavispora,Clavispora_lusitaniae,Terrestrial
ASV_383,Arthropoda,Insecta,Diptera,Limoniidae,Symplecta,Symplecta_pilipes,Both
ASV_384,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga_algicola,Aquatic
ASV_385,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia_affinis,Aquatic
ASV_386,Arthropoda,Insecta,NA,NA,NA,Endopterygota_sp._NZAC_NA3NANA9123,Terrestrial
ASV_387,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Acrodontium,Acrodontium_crateriforme,Terrestrial
ASV_388,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptula,Eudyptula_minor,Both
ASV_389,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_390,Ascomycota,Pichiomycetes,Serinales,Metschnikowiaceae,Clavispora,Clavispora_lusitaniae,Terrestrial
ASV_391,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Pseudofabraea,Pseudofabraea_citricarpa,Terrestrial
ASV_392,NA,Synurophyceae,Synurales,Mallomonadaceae,Synura,Synura_petersenii,NA
ASV_393,Ascomycota,Leotiomycetes,Thelebolales,Thelebolaceae,Pseudogymnoascus,Pseudogymnoascus_pannorum,Both
ASV_394,NA,NA,NA,NA,NA,NA,NA
ASV_395,Ascomycota,Leotiomycetes,NA,NA,Leohumicola,Leohumicola_verrucosa,Terrestrial
ASV_396,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia_affinis,Aquatic
ASV_397,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus_micaceus,Terrestrial
ASV_398,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Mimeoma,Mimeoma_maculata,Terrestrial
ASV_399,NA,NA,NA,NA,NA,NA,NA
ASV_400,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_bantiana,Terrestrial
ASV_401,Ascomycota,Leotiomycetes,Chaetomellales,Chaetomellaceae,Synchaetomella,Synchaetomella_acerina,Terrestrial
ASV_402,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_403,Ascomycota,Leotiomycetes,Thelebolales,Thelebolaceae,Pseudogymnoascus,Pseudogymnoascus_destructans,Terrestrial
ASV_404,Apicomplexa,Conoidasida,Eucoccidiorida,Eimeriidae,Eimeria,Eimeria_sp.,Both
ASV_405,Chordata,Mammalia,Primates,Hominidae,Homo,Homo_sapiens,Terrestrial
ASV_406,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,Maribacter_sp._BPC-D8,Aquatic
ASV_407,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia_affinis,Aquatic
ASV_408,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia_affinis,Aquatic
ASV_409,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Rhabditis,Rhabditis_sp.,Terrestrial
ASV_410,Ascomycota,Leotiomycetes,Thelebolales,Thelebolaceae,Pseudogymnoascus,Pseudogymnoascus_pannorum,Both
ASV_411,NA,NA,NA,NA,NA,NA,NA
ASV_412,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Ophiostoma,Ophiostoma_piceae,Terrestrial
ASV_413,Bacteroidota,Flavobacteriia,Flavobacteriales,Crocinitomicaceae,Fluviicola,Fluviicola_taffensis,Both
ASV_414,NA,NA,NA,NA,NA,NA,NA
ASV_415,Cnidaria,Hydrozoa,Anthoathecata,Hydridae,Hydra,Hydra_vulgaris,Aquatic
ASV_416,Ascomycota,Leotiomycetes,NA,NA,Leohumicola,Leohumicola_levissima,Terrestrial
ASV_417,Arthropoda,Insecta,Hymenoptera,Braconidae,Diaeretiella,Diaeretiella_rapae,Terrestrial
ASV_418,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_419,Arthropoda,Arachnida,Sarcoptiformes,NA,NA,Sarcoptiformes_sp._BOLD:AAN6699,Terrestrial
ASV_420,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptula,Eudyptula_minor,Both
ASV_421,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia_affinis,Aquatic
ASV_422,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros_sp._MBTD-CMFRI-SNA45,Aquatic
ASV_423,Basidiomycota,Agaricomycetes,Polyporales,Meripilaceae,Rigidoporus,Rigidoporus_microporus,Terrestrial
ASV_424,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella_schleiferi,Aquatic
ASV_425,Rotifera,Eurotatoria,Adinetida,Adinetidae,Adineta,Adineta_vaga,NA
ASV_426,NA,NA,NA,NA,NA,NA,NA
ASV_427,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Iltovirus,Iltovirus_gallidalpha1,Both
ASV_428,Rotifera,Eurotatoria,Adinetida,Adinetidae,Adineta,Adineta_vaga,NA
ASV_429,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_430,Arthropoda,Insecta,Diptera,Calliphoridae,Paralucilia,Paralucilia_sp._ACA1NA6NA,Terrestrial
ASV_431,Ascomycota,Leotiomycetes,Thelebolales,Thelebolaceae,Pseudogymnoascus,Pseudogymnoascus_pannorum,Both
ASV_432,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_433,Basidiomycota,Agaricomycetes,Polyporales,Meripilaceae,Rigidoporus,Rigidoporus_microporus,Terrestrial
ASV_434,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptula,Eudyptula_minor,Both
ASV_435,NA,NA,NA,NA,NA,NA,NA
ASV_436,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia_affinis,Aquatic
ASV_437,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_bantiana,Terrestrial
ASV_438,NA,NA,NA,NA,NA,NA,NA
ASV_439,NA,NA,NA,NA,NA,NA,NA
ASV_440,Arthropoda,Insecta,Diptera,Cecidomyiidae,NA,Cecidomyiidae_sp._BOLD:ACA9586,Terrestrial
ASV_441,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_442,Arthropoda,Insecta,Hemiptera,Fulgoridae,Aracynthus,Aracynthus_sp._CCDB-32968-BNA9,Terrestrial
ASV_443,Evosea,Eumycetozoa,Trichiida,Trichiidae,Trichia,Trichia_scabra,Terrestrial
ASV_444,Arthropoda,Insecta,Lepidoptera,NA,NA,Lepidoptera_sp._NZAC_NA3NA11646,Terrestrial
ASV_445,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_446,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia_affinis,Aquatic
ASV_447,Ascomycota,Leotiomycetes,NA,Myxotrichaceae,Myxotrichum,Myxotrichum_deflexum,Terrestrial
ASV_448,NA,NA,NA,NA,NA,NA,NA
ASV_449,NA,Synurophyceae,Synurales,Mallomonadaceae,Synura,Synura_petersenii,NA
ASV_450,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Angiostrongylus,Angiostrongylus_costaricensis,Terrestrial
ASV_451,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia_affinis,Aquatic
ASV_452,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora_fuligena,Terrestrial
ASV_453,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia_affinis,Aquatic
ASV_454,Chordata,Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,Chalinolobus_tuberculatus,Terrestrial
ASV_455,NA,NA,NA,NA,NA,NA,NA
ASV_456,Arthropoda,Insecta,Coleoptera,NA,NA,Coleoptera_sp._INDOBIOSYS-CCDB26NA91-D1NA,Terrestrial
ASV_457,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Ophiostoma,Ophiostoma_piceae,Terrestrial
ASV_458,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Iltovirus,Iltovirus_gallidalpha1,Both
ASV_459,Basidiomycota,Agaricomycetes,Polyporales,Meripilaceae,Rigidoporus,Rigidoporus_microporus,Terrestrial
ASV_460,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Iltovirus,Iltovirus_gallidalpha1,Both
ASV_461,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptula,Eudyptula_minor,Both
ASV_462,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_463,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia_affinis,Aquatic
ASV_464,NA,NA,NA,NA,NA,NA,NA
ASV_465,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_466,Arthropoda,Insecta,Diptera,Limoniidae,Symplecta,Symplecta_stictica,Both
ASV_467,NA,NA,NA,NA,NA,NA,NA
ASV_468,NA,NA,NA,NA,NA,NA,NA
ASV_469,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Iltovirus,Iltovirus_gallidalpha1,Both
ASV_470,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia_affinis,Aquatic
ASV_471,Ascomycota,Leotiomycetes,NA,NA,Leohumicola,Leohumicola_verrucosa,Terrestrial
ASV_472,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_473,Rotifera,Eurotatoria,Philodinida,Philodinidae,Philodina,Philodina_hongcheonensis,NA
ASV_474,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia_affinis,Aquatic
ASV_475,Rotifera,Eurotatoria,Philodinida,Philodinidae,Macrotrachela,Macrotrachela_quadricornifera,NA
ASV_476,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Ophiostoma,Ophiostoma_piceae,Terrestrial
ASV_477,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia_affinis,Aquatic
ASV_478,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_479,NA,Synurophyceae,Synurales,Mallomonadaceae,Synura,Synura_petersenii,NA
ASV_480,Ascomycota,Leotiomycetes,NA,NA,Leohumicola,Leohumicola_minima,Terrestrial
ASV_481,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia_affinis,Aquatic
ASV_482,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia_affinis,Aquatic
ASV_483,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia_affinis,Aquatic
ASV_484,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Phyllopsora,Phyllopsora_corallina,Terrestrial
ASV_485,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_digitatum,Terrestrial
ASV_486,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptula,Eudyptula_minor,Both
ASV_487,Ascomycota,Leotiomycetes,NA,NA,Leohumicola,Leohumicola_verrucosa,Terrestrial
ASV_488,NA,NA,NA,NA,NA,NA,NA
ASV_489,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Ophiostoma,Ophiostoma_piceae,Terrestrial
ASV_490,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Iltovirus,Iltovirus_gallidalpha1,Both
ASV_491,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Iltovirus,Iltovirus_gallidalpha1,Both
ASV_492,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia_affinis,Aquatic
ASV_493,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,Periconia_digitata,Terrestrial
ASV_494,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia_affinis,Aquatic
ASV_495,NA,Synurophyceae,Synurales,Mallomonadaceae,Synura,Synura_petersenii,NA
ASV_496,NA,NA,NA,NA,NA,NA,NA
ASV_497,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_498,Basidiomycota,Exobasidiomycetes,Microstromatales,NA,Jaminaea,Jaminaea_pallidilutea,Terrestrial
ASV_499,NA,NA,NA,NA,NA,NA,NA
ASV_500,NA,NA,NA,NA,NA,NA,NA
ASV_501,Discosea,Flabellinia,NA,Vannellidae,Vannella,Vannella_pentlandii,Aquatic
ASV_502,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_503,Apicomplexa,Conoidasida,Eucoccidiorida,Eimeriidae,Eimeria,Eimeria_sp.,Both
ASV_504,NA,NA,NA,NA,NA,NA,NA
ASV_505,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium_sp._Ash2NA21,Terrestrial
ASV_506,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,Candida_buenavistaensis,Terrestrial
ASV_507,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia_affinis,Aquatic
ASV_508,Oomycota,NA,NA,NA,Haptoglossa,Haptoglossa_zoospora,Terrestrial
ASV_509,NA,NA,NA,NA,NA,NA,NA
ASV_510,NA,NA,NA,NA,NA,NA,NA
ASV_511,NA,NA,NA,NA,NA,NA,NA
ASV_512,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia_affinis,Aquatic
ASV_513,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,Candida_buenavistaensis,Terrestrial
